date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:17	103713/103713	---M--	200	added ('OK')	image/png	etag:%22656a01dfe9cbdb81b50b6d5833a876ff%22	https://storage.googleapis.com/strangeloop2017/img/slide11.png	./storage.googleapis.com/strangeloop2017/img/slide11.png	(from https://storage.googleapis.com/strangeloop2017/slide11.html)
22:27:18	87647/87647	---M--	200	added ('OK')	image/png	etag:%22eb38f56432da287fa755193ac53edbdf%22	https://storage.googleapis.com/strangeloop2017/img/slide13.png	./storage.googleapis.com/strangeloop2017/img/slide13.png	(from https://storage.googleapis.com/strangeloop2017/slide13.html)
22:27:19	99575/99575	---M--	200	added ('OK')	image/png	etag:%22350a444caf9b019eb90fef7bee7ed682%22	https://storage.googleapis.com/strangeloop2017/img/slide15.png	./storage.googleapis.com/strangeloop2017/img/slide15.png	(from https://storage.googleapis.com/strangeloop2017/slide15.html)
22:27:20	230383/230383	---M--	200	added ('OK')	image/png	etag:%225be3e5de3d8172de3a53a88b942e231a%22	https://storage.googleapis.com/strangeloop2017/img/slide17.png	./storage.googleapis.com/strangeloop2017/img/slide17.png	(from https://storage.googleapis.com/strangeloop2017/slide17.html)
22:27:21	270357/270357	---M--	200	added ('OK')	image/png	etag:%221517c8ba0968807e59726ac8a9030acf%22	https://storage.googleapis.com/strangeloop2017/img/slide18.png	./storage.googleapis.com/strangeloop2017/img/slide18.png	(from https://storage.googleapis.com/strangeloop2017/slide18.html)
22:27:22	109561/109561	---M--	200	added ('OK')	image/png	etag:%2267263b116d455adfd1208f4eae34eee9%22	https://storage.googleapis.com/strangeloop2017/img/slide19.png	./storage.googleapis.com/strangeloop2017/img/slide19.png	(from https://storage.googleapis.com/strangeloop2017/slide19.html)
22:27:23	156762/156762	---M--	200	added ('OK')	image/png	etag:%2218f6803e618a1e695d178c78664f1aa3%22	https://storage.googleapis.com/strangeloop2017/img/slide20.png	./storage.googleapis.com/strangeloop2017/img/slide20.png	(from https://storage.googleapis.com/strangeloop2017/slide20.html)
22:27:24	159292/159292	---M--	200	added ('OK')	image/png	etag:%2281ba8303c8529fa779acde8ff942bd75%22	https://storage.googleapis.com/strangeloop2017/img/slide21.png	./storage.googleapis.com/strangeloop2017/img/slide21.png	(from https://storage.googleapis.com/strangeloop2017/slide21.html)
22:27:25	157236/157236	---M--	200	added ('OK')	image/png	etag:%226bf69de538be82040ab988501448b4c1%22	https://storage.googleapis.com/strangeloop2017/img/slide22.png	./storage.googleapis.com/strangeloop2017/img/slide22.png	(from https://storage.googleapis.com/strangeloop2017/slide22.html)
22:27:26	161740/161740	---M--	200	added ('OK')	image/png	etag:%22d7232516da9d9e77dcb9a32b9794bd88%22	https://storage.googleapis.com/strangeloop2017/img/slide23.png	./storage.googleapis.com/strangeloop2017/img/slide23.png	(from https://storage.googleapis.com/strangeloop2017/slide23.html)
22:27:27	159665/159665	---M--	200	added ('OK')	image/png	etag:%2266957731a026353944d896a2715dfd7b%22	https://storage.googleapis.com/strangeloop2017/img/slide24.png	./storage.googleapis.com/strangeloop2017/img/slide24.png	(from https://storage.googleapis.com/strangeloop2017/slide24.html)
22:27:28	163578/163578	---M--	200	added ('OK')	image/png	etag:%22aba324c3df4b5c03639b2fee47909e7c%22	https://storage.googleapis.com/strangeloop2017/img/slide25.png	./storage.googleapis.com/strangeloop2017/img/slide25.png	(from https://storage.googleapis.com/strangeloop2017/slide25.html)
22:27:29	168568/168568	---M--	200	added ('OK')	image/png	etag:%22a495cc2956da89c6ddf928ed50758659%22	https://storage.googleapis.com/strangeloop2017/img/slide26.png	./storage.googleapis.com/strangeloop2017/img/slide26.png	(from https://storage.googleapis.com/strangeloop2017/slide26.html)
22:27:30	158878/158878	---M--	200	added ('OK')	image/png	etag:%223c6637bc3efd0181cdcd791ce15dc597%22	https://storage.googleapis.com/strangeloop2017/img/slide27.png	./storage.googleapis.com/strangeloop2017/img/slide27.png	(from https://storage.googleapis.com/strangeloop2017/slide27.html)
22:27:31	257849/257849	---M--	200	added ('OK')	image/png	etag:%22a3613167e7a17a4a798bf309b634f334%22	https://storage.googleapis.com/strangeloop2017/img/slide28.png	./storage.googleapis.com/strangeloop2017/img/slide28.png	(from https://storage.googleapis.com/strangeloop2017/slide28.html)
22:27:32	122660/122660	---M--	200	added ('OK')	image/png	etag:%22efef910f6a4df4afe292f6de2fc5806f%22	https://storage.googleapis.com/strangeloop2017/img/slide29.png	./storage.googleapis.com/strangeloop2017/img/slide29.png	(from https://storage.googleapis.com/strangeloop2017/slide29.html)
22:27:33	148738/148738	---M--	200	added ('OK')	image/png	etag:%226488665111215553081e550e0aa45016%22	https://storage.googleapis.com/strangeloop2017/img/slide30.png	./storage.googleapis.com/strangeloop2017/img/slide30.png	(from https://storage.googleapis.com/strangeloop2017/slide30.html)
22:27:34	137789/137789	---M--	200	added ('OK')	image/png	etag:%22418712c8e71b98c30706e330c3afc38d%22	https://storage.googleapis.com/strangeloop2017/img/slide31.png	./storage.googleapis.com/strangeloop2017/img/slide31.png	(from https://storage.googleapis.com/strangeloop2017/slide31.html)
22:27:35	381965/381965	---M--	200	added ('OK')	image/png	etag:%228331ad67b8a5a7c2c914f8a37ba22698%22	https://storage.googleapis.com/strangeloop2017/img/slide32.png	./storage.googleapis.com/strangeloop2017/img/slide32.png	(from https://storage.googleapis.com/strangeloop2017/slide32.html)
22:27:36	121046/121046	---M--	200	added ('OK')	image/png	etag:%22ef97edad9fb0d917274d77e25c44ddf9%22	https://storage.googleapis.com/strangeloop2017/img/slide33.png	./storage.googleapis.com/strangeloop2017/img/slide33.png	(from https://storage.googleapis.com/strangeloop2017/slide33.html)
22:27:37	142627/142627	---M--	200	added ('OK')	image/png	etag:%22ad54fb63a9710e3d466180173f5ae79d%22	https://storage.googleapis.com/strangeloop2017/img/slide35.png	./storage.googleapis.com/strangeloop2017/img/slide35.png	(from https://storage.googleapis.com/strangeloop2017/slide35.html)
22:27:38	166440/166440	---M--	200	added ('OK')	image/png	etag:%22ab9a8d30e4697fff02c83786b34cf523%22	https://storage.googleapis.com/strangeloop2017/img/slide36.png	./storage.googleapis.com/strangeloop2017/img/slide36.png	(from https://storage.googleapis.com/strangeloop2017/slide36.html)
22:27:39	269577/269577	---M--	200	added ('OK')	image/png	etag:%222a26f5e6f56683fd5aacc404d316cf67%22	https://storage.googleapis.com/strangeloop2017/img/slide37.png	./storage.googleapis.com/strangeloop2017/img/slide37.png	(from https://storage.googleapis.com/strangeloop2017/slide37.html)
22:27:40	128352/128352	---M--	200	added ('OK')	image/png	etag:%229dd0071593d199acfcd3abdb28fc3264%22	https://storage.googleapis.com/strangeloop2017/img/slide38.png	./storage.googleapis.com/strangeloop2017/img/slide38.png	(from https://storage.googleapis.com/strangeloop2017/slide38.html)
22:27:41	212707/212707	---M--	200	added ('OK')	image/png	etag:%2275e0fd87169a93ae049966f72df263c3%22	https://storage.googleapis.com/strangeloop2017/img/slide39.png	./storage.googleapis.com/strangeloop2017/img/slide39.png	(from https://storage.googleapis.com/strangeloop2017/slide39.html)
22:27:42	130710/130710	---M--	200	added ('OK')	image/png	etag:%223a2c7ed60a695aa5aa8a6babfaea6b7a%22	https://storage.googleapis.com/strangeloop2017/img/slide40.png	./storage.googleapis.com/strangeloop2017/img/slide40.png	(from https://storage.googleapis.com/strangeloop2017/slide40.html)
22:27:43	140522/140522	---M--	200	added ('OK')	image/png	etag:%225a7997b437e09ec3cd630ebf10ef53c3%22	https://storage.googleapis.com/strangeloop2017/img/slide41.png	./storage.googleapis.com/strangeloop2017/img/slide41.png	(from https://storage.googleapis.com/strangeloop2017/slide41.html)
22:27:44	136869/136869	---M--	200	added ('OK')	image/png	etag:%22ab4b60d4e75b63462be79d1c93af7381%22	https://storage.googleapis.com/strangeloop2017/img/slide42.png	./storage.googleapis.com/strangeloop2017/img/slide42.png	(from https://storage.googleapis.com/strangeloop2017/slide42.html)
